Name,Brand,Price,Image URL,Product URL
adidas 'Superstar 80s' Sneakers,adidas,143,https://cdn-images.farfetch-contents.com/11/11/79/32/11117932_23445814_300.jpg,https://www.farfetch.com/de/shopping/men/adidas-superstar-80s-sneakers-item-11070842.aspx
Tod's 'Gommino' Loafer,Tod's,395,https://cdn-images.farfetch-contents.com/11/10/52/46/11105246_5294961_300.jpg,https://www.farfetch.com/de/shopping/men/tods-gommino-loafer-item-11064894.aspx
Nike Air Max' Sneakers,Nike,642,https://cdn-images.farfetch-contents.com/11/10/52/46/11105246_5294962_300.jpg,https://www.farfetch.com/de/shopping/men/nike-air-max-sneakers-item-11023951.aspx
Nike 'Huarache' High-Top-Sneakers,Nike,136,https://cdn-images.farfetch-contents.com/11/10/52/45/11105245_5331328_300.jpg,https://www.farfetch.com/de/shopping/men/nike-huarache-high-top-sneakers-item-11009274.aspx
adidas 'Superstar' Sneakers,adidas,126,https://cdn-images.farfetch-contents.com/11/10/52/45/11105245_5331329_300.jpg,https://www.farfetch.com/de/shopping/men/adidas-superstar-sneakers-item-11002917.aspx
adidas 'Super Star' Sneakers,adidas,69,https://cdn-images.farfetch-contents.com/11/10/21/68/11102168_23884562_300.jpg,https://www.farfetch.com/de/shopping/men/adidas-super-star-sneakers-item-10994396.aspx
Converse Klassische High-Top-Sneakers,Converse,69,https://cdn-images.farfetch-contents.com/11/10/21/68/11102168_23884566_300.jpg,https://www.farfetch.com/de/shopping/men/converse-klassische-high-top-sneakers-item-10991286.aspx
Nike 'Classic Cortez Premium' Sneakers,Nike,360,https://cdn-images.farfetch-contents.com/11/09/83/36/11098336_5263538_300.jpg,https://www.farfetch.com/de/shopping/men/nike-classic-cortez-premium-sneakers-item-10981398.aspx
Tod's 'Gommino' Loafer,Tod's,395,https://cdn-images.farfetch-contents.com/11/09/83/36/11098336_5263543_300.jpg,https://www.farfetch.com/de/shopping/men/tods-gommino-loafer-item-10976636.aspx
Church's Penny-Loafer,Church's,536,https://cdn-images.farfetch-contents.com/11/09/20/07/11092007_5241313_300.jpg,https://www.farfetch.com/de/shopping/men/churchs-penny-loafer-item-10953121.aspx
Marsèll Desert-Boots im Distressed-Look,Marsèll,468,https://cdn-images.farfetch-contents.com/11/09/20/07/11092007_5241317_300.jpg,https://www.farfetch.com/de/shopping/men/marsell-desert-boots-im-distressed-look-item-10944594.aspx
Car Shoe Loafer mit Schleife,Car Shoe,350,https://cdn-images.farfetch-contents.com/11/08/57/46/11085746_5209653_300.jpg,https://www.farfetch.com/de/shopping/men/car-shoe-loafer-mit-schleife-item-10936161.aspx
Officine Creative Loafers mit Distressed-Optik,Officine Creative,488,https://cdn-images.farfetch-contents.com/11/08/57/46/11085746_5209660_300.jpg,https://www.farfetch.com/de/shopping/men/officine-creative-loafers-mit-distressed-optik-item-10929822.aspx
